TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.mail.util.MimeMessageParser,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,99,0.3,2,38,181,129613,1687897811602,0.8421052631578947,11111111111111111111101111101111111110111111111111111111111111111111001111111001000000111011110,0.5764705882352941,1111111111110101011101110011101100000100010010110000011100110111011111101100110000010,1.0,1111111111111,0,0,3,1,0.48672566371681414,11110101101011111010110000011000000000000000000000110110011111101100101011001001110101011110000011001111111110000,0.4782608695652174,100101010010010010010010100100110011110101101101001010101110101001100,1.0,1111111111111111111111,1.0,1111111111111111111111,0.5764705882352941,1111111111101101011011101111001001000010001100100000111100110110111111101010000101010
