TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.mail.HtmlEmail,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,93,0.3,2,55,196,126130,1687897950919,0.8471337579617835,1111111111111111100111111111111110111111111100110111111111111111000111011111011111111110001111111011111111111111111111110011111111111111111111111110000001110,0.7922077922077922,11111111011111111110001101111011111101111111111111111110101111101011011110000,1.0,111111111111111111111,1,1,10,3,0.8051948051948052,11111111111111111111110000001111111111001001111111111111111111011111111110000,0.7058823529411765,0101110000101101110101101111111111111111001101110101010111111001111011101010111111110,0.7333333333333333,111111111110000,0.6,101101111110000,0.7402597402597403,10101000111111111110001101111101111101111111111111111110101111101010111110000
